ID,commande_ID,numero_poste,code_produit,designation_produit,quantite_commandee,quantite_livree,prix_unitaire,unite,poids_total
dddddddd-0178-0000-0000-000000000000,cccccccc-0074-0000-0000-000000000000,2,ELE-001,Capteur temperature PT100,134.000,66.000,34.93,PC,67.000
dddddddd-0179-0000-0000-000000000000,cccccccc-0074-0000-0000-000000000000,3,ELE-003,Disjoncteur 16A,76.000,32.000,15.54,PC,38.000
dddddddd-0180-0000-0000-000000000000,cccccccc-0075-0000-0000-000000000000,1,ELE-001,Capteur temperature PT100,125.000,0.000,40.20,PC,62.500
dddddddd-0181-0000-0000-000000000000,cccccccc-0075-0000-0000-000000000000,2,MAT-003,Cuivre electrolytique,57.000,0.000,79.07,KG,57.000
dddddddd-0182-0000-0000-000000000000,cccccccc-0075-0000-0000-000000000000,3,MAT-002,Aluminium T6061,13.000,0.000,31.74,KG,13.000
dddddddd-0183-0000-0000-000000000000,cccccccc-0075-0000-0000-000000000000,4,CHI-002,Huile hydraulique ISO 46,40.000,0.000,7.37,L,20.000
dddddddd-0184-0000-0000-000000000000,cccccccc-0076-0000-0000-000000000000,1,ELE-003,Disjoncteur 16A,181.000,42.000,14.40,PC,90.500
dddddddd-0185-0000-0000-000000000000,cccccccc-0077-0000-0000-000000000000,1,EMB-002,Film etirable 500mm,22.000,0.000,20.28,RL,11.000
dddddddd-0186-0000-0000-000000000000,cccccccc-0077-0000-0000-000000000000,2,LOG-001,Transport national standard,123.000,0.000,201.00,SRV,61.500
dddddddd-0187-0000-0000-000000000000,cccccccc-0077-0000-0000-000000000000,3,PIE-001,Roulement a billes 6204,96.000,0.000,10.51,PC,48.000
dddddddd-0188-0000-0000-000000000000,cccccccc-0078-0000-0000-000000000000,1,TEX-001,Tissu polyester 150cm,182.000,77.000,8.17,M,18.200
dddddddd-0189-0000-0000-000000000000,cccccccc-0078-0000-0000-000000000000,2,BUR-001,Papier A4 80g ramette,112.000,19.000,4.36,PC,56.000
dddddddd-0190-0000-0000-000000000000,cccccccc-0078-0000-0000-000000000000,3,MAT-003,Cuivre electrolytique,161.000,35.000,81.06,KG,161.000
dddddddd-0191-0000-0000-000000000000,cccccccc-0079-0000-0000-000000000000,1,ELE-001,Capteur temperature PT100,6.000,6.000,32.65,PC,3.000
dddddddd-0192-0000-0000-000000000000,cccccccc-0079-0000-0000-000000000000,2,LOG-001,Transport national standard,3.000,3.000,272.43,SRV,1.500
dddddddd-0193-0000-0000-000000000000,cccccccc-0079-0000-0000-000000000000,3,EMB-003,Palette EUR 1200x800,185.000,185.000,25.00,PC,92.500
dddddddd-0194-0000-0000-000000000000,cccccccc-0080-0000-0000-000000000000,1,EMB-003,Palette EUR 1200x800,145.000,8.000,21.82,PC,72.500
dddddddd-0195-0000-0000-000000000000,cccccccc-0080-0000-0000-000000000000,2,LOG-002,Transport international express,28.000,13.000,998.14,SRV,14.000
dddddddd-0196-0000-0000-000000000000,cccccccc-0080-0000-0000-000000000000,3,MAT-003,Cuivre electrolytique,37.000,7.000,74.69,KG,37.000
dddddddd-0197-0000-0000-000000000000,cccccccc-0080-0000-0000-000000000000,4,MAT-001,Acier inoxydable 304,163.000,11.000,52.36,KG,163.000
dddddddd-0198-0000-0000-000000000000,cccccccc-0081-0000-0000-000000000000,1,TEX-001,Tissu polyester 150cm,25.000,25.000,7.59,M,2.500
dddddddd-0199-0000-0000-000000000000,cccccccc-0081-0000-0000-000000000000,2,PIE-001,Roulement a billes 6204,159.000,159.000,12.32,PC,79.500
dddddddd-0200-0000-0000-000000000000,cccccccc-0081-0000-0000-000000000000,3,PIE-002,Joint torique NBR 50mm,103.000,103.000,3.82,PC,51.500
dddddddd-0201-0000-0000-000000000000,cccccccc-0081-0000-0000-000000000000,4,PIE-003,Vis M8x40 inox,100.000,100.000,0.99,PC,50.000
dddddddd-0202-0000-0000-000000000000,cccccccc-0082-0000-0000-000000000000,1,ELE-002,Cable electrique 3G2.5,89.000,0.000,2.71,M,8.900
dddddddd-0203-0000-0000-000000000000,cccccccc-0082-0000-0000-000000000000,2,ELE-003,Disjoncteur 16A,8.000,0.000,16.38,PC,4.000
dddddddd-0204-0000-0000-000000000000,cccccccc-0083-0000-0000-000000000000,1,ELE-003,Disjoncteur 16A,68.000,23.000,13.04,PC,34.000
dddddddd-0205-0000-0000-000000000000,cccccccc-0083-0000-0000-000000000000,2,BUR-001,Papier A4 80g ramette,93.000,1.000,3.41,PC,46.500
dddddddd-0206-0000-0000-000000000000,cccccccc-0084-0000-0000-000000000000,1,PIE-003,Vis M8x40 inox,16.000,6.000,0.88,PC,8.000
dddddddd-0207-0000-0000-000000000000,cccccccc-0084-0000-0000-000000000000,2,CHI-002,Huile hydraulique ISO 46,19.000,0.000,6.63,L,9.500
dddddddd-0208-0000-0000-000000000000,cccccccc-0084-0000-0000-000000000000,3,MAT-001,Acier inoxydable 304,63.000,8.000,38.26,KG,63.000
dddddddd-0209-0000-0000-000000000000,cccccccc-0084-0000-0000-000000000000,4,PIE-002,Joint torique NBR 50mm,76.000,9.000,3.84,PC,38.000
dddddddd-0210-0000-0000-000000000000,cccccccc-0085-0000-0000-000000000000,1,BUR-001,Papier A4 80g ramette,197.000,0.000,4.05,PC,98.500
dddddddd-0211-0000-0000-000000000000,cccccccc-0085-0000-0000-000000000000,2,EMB-003,Palette EUR 1200x800,56.000,0.000,26.28,PC,28.000
dddddddd-0212-0000-0000-000000000000,cccccccc-0086-0000-0000-000000000000,1,PIE-002,Joint torique NBR 50mm,60.000,7.000,2.78,PC,30.000
dddddddd-0213-0000-0000-000000000000,cccccccc-0087-0000-0000-000000000000,1,CHI-002,Huile hydraulique ISO 46,197.000,84.000,6.26,L,98.500
dddddddd-0214-0000-0000-000000000000,cccccccc-0087-0000-0000-000000000000,2,EMB-002,Film etirable 500mm,115.000,7.000,21.58,RL,57.500
dddddddd-0215-0000-0000-000000000000,cccccccc-0088-0000-0000-000000000000,1,ELE-001,Capteur temperature PT100,125.000,0.000,35.26,PC,62.500
dddddddd-0216-0000-0000-000000000000,cccccccc-0088-0000-0000-000000000000,2,LOG-002,Transport international express,143.000,0.000,859.06,SRV,71.500
dddddddd-0217-0000-0000-000000000000,cccccccc-0089-0000-0000-000000000000,1,LOG-002,Transport international express,132.000,44.000,927.44,SRV,66.000
dddddddd-0218-0000-0000-000000000000,cccccccc-0090-0000-0000-000000000000,1,PIE-003,Vis M8x40 inox,145.000,17.000,0.70,PC,72.500
dddddddd-0219-0000-0000-000000000000,cccccccc-0090-0000-0000-000000000000,2,CHI-001,Solvant nettoyant industriel,34.000,5.000,22.90,L,17.000
dddddddd-0220-0000-0000-000000000000,cccccccc-0090-0000-0000-000000000000,3,LOG-001,Transport national standard,194.000,20.000,267.62,SRV,97.000
dddddddd-0221-0000-0000-000000000000,cccccccc-0090-0000-0000-000000000000,4,CHI-002,Huile hydraulique ISO 46,89.000,41.000,6.75,L,44.500
dddddddd-0222-0000-0000-000000000000,cccccccc-0091-0000-0000-000000000000,1,MAT-002,Aluminium T6061,156.000,0.000,33.18,KG,156.000
dddddddd-0223-0000-0000-000000000000,cccccccc-0091-0000-0000-000000000000,2,EMB-002,Film etirable 500mm,62.000,0.000,17.32,RL,31.000
dddddddd-0224-0000-0000-000000000000,cccccccc-0091-0000-0000-000000000000,3,MAT-003,Cuivre electrolytique,136.000,0.000,70.58,KG,136.000
dddddddd-0225-0000-0000-000000000000,cccccccc-0092-0000-0000-000000000000,1,LOG-001,Transport national standard,87.000,12.000,265.71,SRV,43.500
dddddddd-0226-0000-0000-000000000000,cccccccc-0092-0000-0000-000000000000,2,ELE-002,Cable electrique 3G2.5,172.000,19.000,2.83,M,17.200
dddddddd-0227-0000-0000-000000000000,cccccccc-0092-0000-0000-000000000000,3,ELE-001,Capteur temperature PT100,41.000,13.000,32.49,PC,20.500
dddddddd-0228-0000-0000-000000000000,cccccccc-0092-0000-0000-000000000000,4,PIE-001,Roulement a billes 6204,114.000,27.000,11.33,PC,57.000
dddddddd-0229-0000-0000-000000000000,cccccccc-0093-0000-0000-000000000000,1,EMB-003,Palette EUR 1200x800,116.000,116.000,18.33,PC,58.000
dddddddd-0230-0000-0000-000000000000,cccccccc-0094-0000-0000-000000000000,1,PIE-003,Vis M8x40 inox,35.000,14.000,0.94,PC,17.500
dddddddd-0231-0000-0000-000000000000,cccccccc-0095-0000-0000-000000000000,1,EMB-003,Palette EUR 1200x800,161.000,161.000,20.18,PC,80.500
dddddddd-0232-0000-0000-000000000000,cccccccc-0095-0000-0000-000000000000,2,PIE-001,Roulement a billes 6204,103.000,103.000,12.16,PC,51.500
dddddddd-0233-0000-0000-000000000000,cccccccc-0095-0000-0000-000000000000,3,BUR-001,Papier A4 80g ramette,47.000,47.000,3.62,PC,23.500
dddddddd-0234-0000-0000-000000000000,cccccccc-0096-0000-0000-000000000000,1,MAT-002,Aluminium T6061,167.000,167.000,36.31,KG,167.000
dddddddd-0235-0000-0000-000000000000,cccccccc-0096-0000-0000-000000000000,2,LOG-002,Transport international express,155.000,155.000,800.74,SRV,77.500
dddddddd-0236-0000-0000-000000000000,cccccccc-0096-0000-0000-000000000000,3,TEX-001,Tissu polyester 150cm,136.000,136.000,9.04,M,13.600
dddddddd-0237-0000-0000-000000000000,cccccccc-0097-0000-0000-000000000000,1,MAT-002,Aluminium T6061,137.000,137.000,28.24,KG,137.000
dddddddd-0238-0000-0000-000000000000,cccccccc-0097-0000-0000-000000000000,2,LOG-002,Transport international express,114.000,114.000,750.41,SRV,57.000
dddddddd-0239-0000-0000-000000000000,cccccccc-0098-0000-0000-000000000000,1,ELE-001,Capteur temperature PT100,39.000,0.000,29.96,PC,19.500
dddddddd-0240-0000-0000-000000000000,cccccccc-0099-0000-0000-000000000000,1,MAT-003,Cuivre electrolytique,82.000,12.000,77.36,KG,82.000
dddddddd-0241-0000-0000-000000000000,cccccccc-0099-0000-0000-000000000000,2,EMB-001,Carton triple cannelure 60x40,47.000,8.000,4.94,PC,23.500
dddddddd-0242-0000-0000-000000000000,cccccccc-0099-0000-0000-000000000000,3,LOG-002,Transport international express,33.000,0.000,726.09,SRV,16.500
dddddddd-0243-0000-0000-000000000000,cccccccc-0099-0000-0000-000000000000,4,CHI-002,Huile hydraulique ISO 46,111.000,14.000,5.88,L,55.500
dddddddd-0244-0000-0000-000000000000,cccccccc-0100-0000-0000-000000000000,1,CHI-001,Solvant nettoyant industriel,107.000,35.000,24.53,L,53.500
dddddddd-0245-0000-0000-000000000000,cccccccc-0100-0000-0000-000000000000,2,PIE-003,Vis M8x40 inox,147.000,55.000,0.79,PC,73.500
dddddddd-0246-0000-0000-000000000000,cccccccc-0100-0000-0000-000000000000,3,MAT-002,Aluminium T6061,125.000,35.000,32.96,KG,125.000
dddddddd-0247-0000-0000-000000000000,cccccccc-0101-0000-0000-000000000000,1,CHI-001,Solvant nettoyant industriel,111.000,49.000,29.06,L,55.500
dddddddd-0248-0000-0000-000000000000,cccccccc-0102-0000-0000-000000000000,1,EMB-003,Palette EUR 1200x800,97.000,0.000,20.68,PC,48.500
dddddddd-0249-0000-0000-000000000000,cccccccc-0102-0000-0000-000000000000,2,ELE-001,Capteur temperature PT100,178.000,0.000,29.89,PC,89.000
dddddddd-0250-0000-0000-000000000000,cccccccc-0102-0000-0000-000000000000,3,CHI-002,Huile hydraulique ISO 46,133.000,0.000,7.23,L,66.500
dddddddd-0251-0000-0000-000000000000,cccccccc-0103-0000-0000-000000000000,1,LOG-002,Transport international express,190.000,0.000,911.72,SRV,95.000
dddddddd-0252-0000-0000-000000000000,cccccccc-0103-0000-0000-000000000000,2,EMB-003,Palette EUR 1200x800,45.000,0.000,24.67,PC,22.500
dddddddd-0253-0000-0000-000000000000,cccccccc-0103-0000-0000-000000000000,3,BUR-001,Papier A4 80g ramette,22.000,0.000,3.95,PC,11.000
dddddddd-0254-0000-0000-000000000000,cccccccc-0104-0000-0000-000000000000,1,EMB-002,Film etirable 500mm,169.000,0.000,21.99,RL,84.500
dddddddd-0255-0000-0000-000000000000,cccccccc-0104-0000-0000-000000000000,2,PIE-003,Vis M8x40 inox,145.000,0.000,0.73,PC,72.500
dddddddd-0256-0000-0000-000000000000,cccccccc-0105-0000-0000-000000000000,1,EMB-001,Carton triple cannelure 60x40,58.000,16.000,4.67,PC,29.000
dddddddd-0257-0000-0000-000000000000,cccccccc-0105-0000-0000-000000000000,2,ELE-003,Disjoncteur 16A,111.000,0.000,18.45,PC,55.500
dddddddd-0258-0000-0000-000000000000,cccccccc-0106-0000-0000-000000000000,1,PIE-001,Roulement a billes 6204,45.000,19.000,13.16,PC,22.500
dddddddd-0259-0000-0000-000000000000,cccccccc-0106-0000-0000-000000000000,2,CHI-002,Huile hydraulique ISO 46,10.000,0.000,6.04,L,5.000
dddddddd-0260-0000-0000-000000000000,cccccccc-0106-0000-0000-000000000000,3,ELE-002,Cable electrique 3G2.5,194.000,0.000,2.25,M,19.400
dddddddd-0261-0000-0000-000000000000,cccccccc-0106-0000-0000-000000000000,4,ELE-003,Disjoncteur 16A,157.000,50.000,14.91,PC,78.500
dddddddd-0262-0000-0000-000000000000,cccccccc-0107-0000-0000-000000000000,1,MAT-001,Acier inoxydable 304,194.000,65.000,50.76,KG,194.000
dddddddd-0263-0000-0000-000000000000,cccccccc-0107-0000-0000-000000000000,2,CHI-002,Huile hydraulique ISO 46,126.000,15.000,5.49,L,63.000
dddddddd-0264-0000-0000-000000000000,cccccccc-0107-0000-0000-000000000000,3,PIE-001,Roulement a billes 6204,2.000,0.000,13.73,PC,1.000
dddddddd-0265-0000-0000-000000000000,cccccccc-0107-0000-0000-000000000000,4,BUR-001,Papier A4 80g ramette,14.000,4.000,4.70,PC,7.000
dddddddd-0266-0000-0000-000000000000,cccccccc-0108-0000-0000-000000000000,1,LOG-002,Transport international express,136.000,0.000,856.50,SRV,68.000
dddddddd-0267-0000-0000-000000000000,cccccccc-0108-0000-0000-000000000000,2,EMB-001,Carton triple cannelure 60x40,199.000,0.000,4.66,PC,99.500
dddddddd-0268-0000-0000-000000000000,cccccccc-0109-0000-0000-000000000000,1,MAT-002,Aluminium T6061,132.000,0.000,37.34,KG,132.000
dddddddd-0269-0000-0000-000000000000,cccccccc-0110-0000-0000-000000000000,1,CHI-002,Huile hydraulique ISO 46,45.000,9.000,5.97,L,22.500
dddddddd-0270-0000-0000-000000000000,cccccccc-0111-0000-0000-000000000000,1,LOG-002,Transport international express,26.000,26.000,926.33,SRV,13.000
dddddddd-0271-0000-0000-000000000000,cccccccc-0111-0000-0000-000000000000,2,ELE-001,Capteur temperature PT100,103.000,103.000,31.75,PC,51.500
dddddddd-0272-0000-0000-000000000000,cccccccc-0112-0000-0000-000000000000,1,MAT-001,Acier inoxydable 304,33.000,0.000,37.49,KG,33.000
dddddddd-0273-0000-0000-000000000000,cccccccc-0112-0000-0000-000000000000,2,CHI-002,Huile hydraulique ISO 46,61.000,10.000,7.15,L,30.500
dddddddd-0274-0000-0000-000000000000,cccccccc-0112-0000-0000-000000000000,3,MAT-003,Cuivre electrolytique,56.000,25.000,76.90,KG,56.000
dddddddd-0275-0000-0000-000000000000,cccccccc-0112-0000-0000-000000000000,4,EMB-002,Film etirable 500mm,118.000,11.000,18.31,RL,59.000
dddddddd-0276-0000-0000-000000000000,cccccccc-0113-0000-0000-000000000000,1,PIE-001,Roulement a billes 6204,39.000,17.000,12.54,PC,19.500
dddddddd-0277-0000-0000-000000000000,cccccccc-0114-0000-0000-000000000000,1,MAT-002,Aluminium T6061,138.000,138.000,29.91,KG,138.000
dddddddd-0278-0000-0000-000000000000,cccccccc-0114-0000-0000-000000000000,2,LOG-002,Transport international express,182.000,182.000,948.03,SRV,91.000
dddddddd-0279-0000-0000-000000000000,cccccccc-0115-0000-0000-000000000000,1,PIE-002,Joint torique NBR 50mm,186.000,84.000,3.08,PC,93.000
dddddddd-0280-0000-0000-000000000000,cccccccc-0115-0000-0000-000000000000,2,CHI-002,Huile hydraulique ISO 46,67.000,29.000,5.86,L,33.500
dddddddd-0281-0000-0000-000000000000,cccccccc-0115-0000-0000-000000000000,3,ELE-003,Disjoncteur 16A,54.000,15.000,14.64,PC,27.000
dddddddd-0282-0000-0000-000000000000,cccccccc-0115-0000-0000-000000000000,4,LOG-002,Transport international express,82.000,35.000,863.00,SRV,41.000
dddddddd-0283-0000-0000-000000000000,cccccccc-0116-0000-0000-000000000000,1,EMB-003,Palette EUR 1200x800,74.000,13.000,18.92,PC,37.000
dddddddd-0284-0000-0000-000000000000,cccccccc-0116-0000-0000-000000000000,2,MAT-002,Aluminium T6061,4.000,0.000,33.93,KG,4.000
dddddddd-0285-0000-0000-000000000000,cccccccc-0116-0000-0000-000000000000,3,CHI-001,Solvant nettoyant industriel,163.000,72.000,30.24,L,81.500
dddddddd-0286-0000-0000-000000000000,cccccccc-0117-0000-0000-000000000000,1,MAT-003,Cuivre electrolytique,116.000,116.000,83.21,KG,116.000
dddddddd-0287-0000-0000-000000000000,cccccccc-0117-0000-0000-000000000000,2,LOG-001,Transport national standard,15.000,15.000,292.64,SRV,7.500
dddddddd-0288-0000-0000-000000000000,cccccccc-0118-0000-0000-000000000000,1,CHI-001,Solvant nettoyant industriel,20.000,9.000,26.32,L,10.000
dddddddd-0289-0000-0000-000000000000,cccccccc-0118-0000-0000-000000000000,2,PIE-003,Vis M8x40 inox,63.000,24.000,0.80,PC,31.500
dddddddd-0290-0000-0000-000000000000,cccccccc-0118-0000-0000-000000000000,3,BUR-001,Papier A4 80g ramette,29.000,2.000,4.75,PC,14.500
dddddddd-0291-0000-0000-000000000000,cccccccc-0119-0000-0000-000000000000,1,LOG-001,Transport national standard,59.000,59.000,273.44,SRV,29.500
dddddddd-0292-0000-0000-000000000000,cccccccc-0119-0000-0000-000000000000,2,EMB-002,Film etirable 500mm,172.000,172.000,17.35,RL,86.000
dddddddd-0293-0000-0000-000000000000,cccccccc-0119-0000-0000-000000000000,3,MAT-003,Cuivre electrolytique,1.000,1.000,76.55,KG,1.000
dddddddd-0294-0000-0000-000000000000,cccccccc-0119-0000-0000-000000000000,4,EMB-003,Palette EUR 1200x800,17.000,17.000,23.78,PC,8.500
dddddddd-0295-0000-0000-000000000000,cccccccc-0120-0000-0000-000000000000,1,MAT-003,Cuivre electrolytique,87.000,21.000,67.13,KG,87.000
dddddddd-0296-0000-0000-000000000000,cccccccc-0120-0000-0000-000000000000,2,MAT-001,Acier inoxydable 304,15.000,0.000,46.15,KG,15.000
dddddddd-0297-0000-0000-000000000000,cccccccc-0120-0000-0000-000000000000,3,EMB-003,Palette EUR 1200x800,184.000,55.000,25.38,PC,92.000
dddddddd-0298-0000-0000-000000000000,cccccccc-0121-0000-0000-000000000000,1,PIE-003,Vis M8x40 inox,90.000,23.000,0.83,PC,45.000
dddddddd-0299-0000-0000-000000000000,cccccccc-0121-0000-0000-000000000000,2,ELE-003,Disjoncteur 16A,138.000,46.000,14.11,PC,69.000
dddddddd-0300-0000-0000-000000000000,cccccccc-0121-0000-0000-000000000000,3,CHI-002,Huile hydraulique ISO 46,36.000,16.000,7.56,L,18.000
dddddddd-0301-0000-0000-000000000000,cccccccc-0122-0000-0000-000000000000,1,ELE-001,Capteur temperature PT100,102.000,102.000,33.09,PC,51.000
dddddddd-0302-0000-0000-000000000000,cccccccc-0122-0000-0000-000000000000,2,EMB-002,Film etirable 500mm,98.000,98.000,16.21,RL,49.000
dddddddd-0303-0000-0000-000000000000,cccccccc-0122-0000-0000-000000000000,3,MAT-002,Aluminium T6061,134.000,134.000,26.57,KG,134.000
dddddddd-0304-0000-0000-000000000000,cccccccc-0122-0000-0000-000000000000,4,TEX-001,Tissu polyester 150cm,98.000,98.000,8.30,M,9.800
dddddddd-0305-0000-0000-000000000000,cccccccc-0123-0000-0000-000000000000,1,LOG-002,Transport international express,89.000,89.000,686.26,SRV,44.500
dddddddd-0306-0000-0000-000000000000,cccccccc-0123-0000-0000-000000000000,2,CHI-001,Solvant nettoyant industriel,54.000,54.000,24.06,L,27.000
dddddddd-0307-0000-0000-000000000000,cccccccc-0123-0000-0000-000000000000,3,MAT-003,Cuivre electrolytique,113.000,113.000,66.27,KG,113.000
dddddddd-0308-0000-0000-000000000000,cccccccc-0124-0000-0000-000000000000,1,MAT-001,Acier inoxydable 304,173.000,17.000,49.68,KG,173.000
dddddddd-0309-0000-0000-000000000000,cccccccc-0124-0000-0000-000000000000,2,CHI-001,Solvant nettoyant industriel,63.000,31.000,31.27,L,31.500
dddddddd-0310-0000-0000-000000000000,cccccccc-0125-0000-0000-000000000000,1,ELE-002,Cable electrique 3G2.5,161.000,50.000,2.39,M,16.100
dddddddd-0311-0000-0000-000000000000,cccccccc-0125-0000-0000-000000000000,2,ELE-003,Disjoncteur 16A,177.000,9.000,12.57,PC,88.500
dddddddd-0312-0000-0000-000000000000,cccccccc-0125-0000-0000-000000000000,3,MAT-003,Cuivre electrolytique,172.000,31.000,69.17,KG,172.000
dddddddd-0313-0000-0000-000000000000,cccccccc-0126-0000-0000-000000000000,1,CHI-001,Solvant nettoyant industriel,144.000,12.000,24.53,L,72.000
dddddddd-0314-0000-0000-000000000000,cccccccc-0127-0000-0000-000000000000,1,LOG-002,Transport international express,77.000,0.000,719.15,SRV,38.500
dddddddd-0315-0000-0000-000000000000,cccccccc-0127-0000-0000-000000000000,2,MAT-003,Cuivre electrolytique,122.000,0.000,83.93,KG,122.000
dddddddd-0316-0000-0000-000000000000,cccccccc-0127-0000-0000-000000000000,3,BUR-001,Papier A4 80g ramette,38.000,0.000,4.53,PC,19.000
dddddddd-0317-0000-0000-000000000000,cccccccc-0127-0000-0000-000000000000,4,PIE-001,Roulement a billes 6204,85.000,0.000,13.64,PC,42.500
dddddddd-0318-0000-0000-000000000000,cccccccc-0128-0000-0000-000000000000,1,PIE-002,Joint torique NBR 50mm,117.000,26.000,2.98,PC,58.500
dddddddd-0319-0000-0000-000000000000,cccccccc-0128-0000-0000-000000000000,2,PIE-003,Vis M8x40 inox,73.000,35.000,0.71,PC,36.500
dddddddd-0320-0000-0000-000000000000,cccccccc-0128-0000-0000-000000000000,3,CHI-002,Huile hydraulique ISO 46,67.000,14.000,5.51,L,33.500
dddddddd-0321-0000-0000-000000000000,cccccccc-0128-0000-0000-000000000000,4,MAT-002,Aluminium T6061,11.000,1.000,29.13,KG,11.000
dddddddd-0322-0000-0000-000000000000,cccccccc-0129-0000-0000-000000000000,1,TEX-001,Tissu polyester 150cm,3.000,0.000,9.41,M,0.300
dddddddd-0323-0000-0000-000000000000,cccccccc-0130-0000-0000-000000000000,1,ELE-003,Disjoncteur 16A,187.000,21.000,16.14,PC,93.500
dddddddd-0324-0000-0000-000000000000,cccccccc-0130-0000-0000-000000000000,2,BUR-001,Papier A4 80g ramette,70.000,4.000,4.91,PC,35.000
dddddddd-0325-0000-0000-000000000000,cccccccc-0130-0000-0000-000000000000,3,EMB-002,Film etirable 500mm,200.000,47.000,19.38,RL,100.000
dddddddd-0326-0000-0000-000000000000,cccccccc-0130-0000-0000-000000000000,4,CHI-001,Solvant nettoyant industriel,147.000,4.000,29.77,L,73.500
dddddddd-0327-0000-0000-000000000000,cccccccc-0131-0000-0000-000000000000,1,EMB-001,Carton triple cannelure 60x40,68.000,10.000,4.21,PC,34.000
dddddddd-0328-0000-0000-000000000000,cccccccc-0132-0000-0000-000000000000,1,MAT-002,Aluminium T6061,29.000,13.000,29.75,KG,29.000
dddddddd-0329-0000-0000-000000000000,cccccccc-0132-0000-0000-000000000000,2,TEX-001,Tissu polyester 150cm,18.000,8.000,6.90,M,1.800
dddddddd-0330-0000-0000-000000000000,cccccccc-0132-0000-0000-000000000000,3,PIE-001,Roulement a billes 6204,37.000,4.000,11.80,PC,18.500
dddddddd-0331-0000-0000-000000000000,cccccccc-0132-0000-0000-000000000000,4,PIE-003,Vis M8x40 inox,181.000,59.000,0.95,PC,90.500
dddddddd-0332-0000-0000-000000000000,cccccccc-0133-0000-0000-000000000000,1,CHI-002,Huile hydraulique ISO 46,102.000,14.000,6.39,L,51.000
dddddddd-0333-0000-0000-000000000000,cccccccc-0133-0000-0000-000000000000,2,BUR-001,Papier A4 80g ramette,133.000,52.000,4.67,PC,66.500
dddddddd-0334-0000-0000-000000000000,cccccccc-0133-0000-0000-000000000000,3,PIE-001,Roulement a billes 6204,134.000,14.000,10.31,PC,67.000
dddddddd-0335-0000-0000-000000000000,cccccccc-0134-0000-0000-000000000000,1,MAT-003,Cuivre electrolytique,112.000,31.000,85.37,KG,112.000
dddddddd-0336-0000-0000-000000000000,cccccccc-0134-0000-0000-000000000000,2,LOG-001,Transport national standard,72.000,31.000,221.45,SRV,36.000
dddddddd-0337-0000-0000-000000000000,cccccccc-0135-0000-0000-000000000000,1,LOG-001,Transport national standard,125.000,39.000,267.24,SRV,62.500
dddddddd-0338-0000-0000-000000000000,cccccccc-0135-0000-0000-000000000000,2,PIE-002,Joint torique NBR 50mm,167.000,23.000,3.41,PC,83.500
dddddddd-0339-0000-0000-000000000000,cccccccc-0136-0000-0000-000000000000,1,EMB-003,Palette EUR 1200x800,8.000,8.000,20.18,PC,4.000
dddddddd-0340-0000-0000-000000000000,cccccccc-0136-0000-0000-000000000000,2,CHI-001,Solvant nettoyant industriel,12.000,12.000,29.72,L,6.000
dddddddd-0341-0000-0000-000000000000,cccccccc-0136-0000-0000-000000000000,3,CHI-002,Huile hydraulique ISO 46,180.000,180.000,7.29,L,90.000
dddddddd-0342-0000-0000-000000000000,cccccccc-0136-0000-0000-000000000000,4,EMB-001,Carton triple cannelure 60x40,45.000,45.000,5.17,PC,22.500
dddddddd-0343-0000-0000-000000000000,cccccccc-0137-0000-0000-000000000000,1,MAT-001,Acier inoxydable 304,165.000,0.000,38.37,KG,165.000
dddddddd-0344-0000-0000-000000000000,cccccccc-0137-0000-0000-000000000000,2,BUR-001,Papier A4 80g ramette,184.000,0.000,4.01,PC,92.000
dddddddd-0345-0000-0000-000000000000,cccccccc-0137-0000-0000-000000000000,3,EMB-001,Carton triple cannelure 60x40,192.000,0.000,4.44,PC,96.000
dddddddd-0346-0000-0000-000000000000,cccccccc-0138-0000-0000-000000000000,1,CHI-002,Huile hydraulique ISO 46,128.000,0.000,7.98,L,64.000
dddddddd-0347-0000-0000-000000000000,cccccccc-0138-0000-0000-000000000000,2,ELE-002,Cable electrique 3G2.5,158.000,0.000,3.11,M,15.800
dddddddd-0348-0000-0000-000000000000,cccccccc-0139-0000-0000-000000000000,1,LOG-001,Transport national standard,110.000,36.000,282.51,SRV,55.000
dddddddd-0349-0000-0000-000000000000,cccccccc-0139-0000-0000-000000000000,2,EMB-003,Palette EUR 1200x800,119.000,43.000,21.08,PC,59.500
dddddddd-0350-0000-0000-000000000000,cccccccc-0140-0000-0000-000000000000,1,CHI-002,Huile hydraulique ISO 46,150.000,21.000,7.73,L,75.000
dddddddd-0351-0000-0000-000000000000,cccccccc-0141-0000-0000-000000000000,1,ELE-002,Cable electrique 3G2.5,73.000,0.000,2.26,M,7.300
dddddddd-0352-0000-0000-000000000000,cccccccc-0141-0000-0000-000000000000,2,BUR-001,Papier A4 80g ramette,2.000,0.000,4.43,PC,1.000
dddddddd-0353-0000-0000-000000000000,cccccccc-0142-0000-0000-000000000000,1,ELE-003,Disjoncteur 16A,114.000,0.000,13.49,PC,57.000
dddddddd-0354-0000-0000-000000000000,cccccccc-0142-0000-0000-000000000000,2,MAT-003,Cuivre electrolytique,24.000,0.000,69.55,KG,24.000
dddddddd-0355-0000-0000-000000000000,cccccccc-0142-0000-0000-000000000000,3,TEX-001,Tissu polyester 150cm,103.000,0.000,9.85,M,10.300
